720508,yii
50079,yii
713916,yii
428543,yii
584192,yii
334913,yii
133408,yii
164439,yii
1280608,yii
829903,yii
1900483,yii
767752,yii
1362777,yii
592213,yii
243782,yii
1880627,yii
759517,yii
786662,yii
426533,yii
1401720,yii
2676399,yii
2161506,yii
1797579,yii
1041471,yii
50158,yii
2877923,yii
1233508,yii
1114536,yii
1346234,yii
1705998,yii
1552160,yii
737033,yii
978189,yii
1587739,yii
1132243,yii
2865673,yii
545925,yii
1134354,yii
895169,yii
2202537,yii
1224211,yii
2153274,yii
3119467,yii
1702468,yii
600061,yii
829493,yii
2183232,yii
1455542,yii
1495125,yii
471420,yii
2903341,yii
2409586,yii
1102649,yii
1667170,yii
641418,yii
1630647,yii
2691692,yii
1497533,yii
2384423,yii
1106908,yii
506695,yii
2441007,yii
209566,yii
350021,yii
2138791,yii
821720,yii
790330,yii
960389,yii
1300592,yii
1875124,yii
286217,yii
891691,yii
1521186,yii
2663078,yii
1012809,yii
243995,yii
7226,yii
931358,yii
2016306,yii
383478,yii
3698198,yii
3793566,yii
