mysql,1,1,1.0
javascript,0,1,0.0
html,0,1,0.0
jquery,1,1,1.0
arrays,1,1,1.0
ajax,0,1,0.0
wordpress,1,1,1.0
sql,1,1,1.0
codeigniter,1,1,1.0
regex,1,1,1.0
forms,0,1,0.0
json,0,1,0.0
apache,1,1,1.0
database,0,1,0.0
.htaccess,1,1,1.0
symfony2,1,1,1.0
laravel,1,1,1.0
xml,0,1,0.0
zend-framework,1,1,1.0
curl,1,1,1.0
session,1,1,1.0
pdo,0,1,0.0
css,1,1,1.0
mysqli,0,1,0.0
facebook,1,1,1.0
cakephp,1,1,1.0
email,1,1,1.0
magento,1,1,1.0
yii,1,1,1.0
laravel-4,1,1,1.0
oop,1,1,1.0
string,1,1,1.0
post,1,1,1.0
image,1,1,1.0
function,1,1,1.0
variables,1,1,1.0
api,1,1,1.0
date,1,1,1.0
mod-rewrite,1,1,1.0
android,1,1,1.0
security,0,1,0.0
foreach,1,1,1.0
multidimensional-array,1,1,1.0
redirect,1,1,1.0
url,1,1,1.0
class,1,1,1.0
validation,1,1,1.0
java,1,1,1.0
doctrine2,1,1,1.0
linux,1,1,1.0
file-upload,0,1,0.0
joomla,1,1,1.0
cookies,1,1,1.0
loops,1,1,1.0
facebook-graph-api,1,1,1.0
file,1,1,1.0
drupal,1,1,1.0
soap,1,1,1.0
datetime,1,1,1.0
login,0,1,0.0
preg-replace,1,1,1.0
parsing,1,1,1.0
csv,1,1,1.0
if-statement,1,1,1.0
zend-framework2,1,1,1.0
html5,0,1,0.0
upload,0,1,0.0
paypal,0,1,0.0
preg-match,0,1,0.0
sorting,1,1,1.0
phpmyadmin,0,1,0.0
search,1,1,1.0
get,1,1,1.0
sql-server,0,1,0.0
doctrine,1,1,1.0
performance,1,1,1.0
web-services,0,1,0.0
table,0,1,0.0
pdf,1,1,1.0
utf-8,1,1,1.0
simplexml,1,1,1.0
object,1,1,1.0
phpunit,1,1,1.0
mongodb,1,1,1.0
dom,1,1,1.0
select,1,1,1.0
http,1,1,1.0
include,0,1,0.0
authentication,1,1,1.0
caching,1,1,1.0
cron,0,1,0.0
pagination,0,1,0.0
twitter,1,1,1.0
xampp,0,1,0.0
python,1,1,1.0
rest,1,1,1.0
encryption,1,1,1.0
wordpress-plugin,1,1,1.0
gd,1,1,1.0
smarty,0,1,0.0
