android,9,10,0.9
swing,8,10,0.8
eclipse,8,10,0.8
spring,9,10,0.9
hibernate,10,10,1.0
arrays,5,10,0.5
multithreading,7,10,0.7
xml,8,10,0.8
jsp,8,10,0.8
string,5,10,0.5
servlets,7,10,0.7
maven,7,10,0.7
java-ee,8,10,0.8
mysql,8,10,0.8
spring-mvc,10,10,1.0
json,9,10,0.9
regex,9,10,0.9
tomcat,7,10,0.7
jpa,8,10,0.8
jdbc,9,10,0.9
javascript,5,10,0.5
arraylist,7,10,0.7
web-services,8,10,0.8
sql,9,10,0.9
generics,6,10,0.6
netbeans,8,10,0.8
sockets,8,10,0.8
user-interface,7,10,0.7
jar,5,10,0.5
html,7,10,0.7
jsf,10,10,1.0
database,6,10,0.6
file,3,10,0.3
google-app-engine,10,10,1.0
gwt,8,10,0.8
junit,7,10,0.7
exception,7,10,0.7
algorithm,8,10,0.8
rest,6,10,0.6
class,5,10,0.5
performance,4,10,0.4
applet,5,10,0.5
image,7,10,0.7
jtable,8,10,0.8
c#,2,10,0.2
jframe,8,10,0.8
collections,7,10,0.7
c++,3,10,0.3
methods,6,10,0.6
oop,5,10,0.5
linux,0,10,0.0
nullpointerexception,7,10,0.7
jaxb,8,10,0.8
parsing,3,10,0.3
oracle,7,10,0.7
concurrency,7,10,0.7
php,3,10,0.3
jpanel,7,10,0.7
jboss,7,10,0.7
object,6,10,0.6
ant,7,10,0.7
date,7,10,0.7
selenium,5,10,0.5
javafx,9,10,0.9
jvm,6,10,0.6
list,5,10,0.5
struts2,9,10,0.9
hashmap,5,10,0.5
sorting,5,10,0.5
awt,8,10,0.8
http,5,10,0.5
inheritance,6,10,0.6
reflection,7,10,0.7
hadoop,7,10,0.7
windows,0,10,0.0
loops,3,10,0.3
unit-testing,8,10,0.8
sqlite,6,10,0.6
design-patterns,5,10,0.5
serialization,6,10,0.6
security,6,10,0.6
intellij-idea,5,10,0.5
file-io,3,10,0.3
logging,7,10,0.7
swt,8,10,0.8
apache,2,10,0.2
annotations,10,10,1.0
jquery,3,10,0.3
jersey,8,10,0.8
scala,7,10,0.7
libgdx,10,10,1.0
osx,2,10,0.2
encryption,8,10,0.8
spring-security,8,10,0.8
log4j,4,10,0.4
python,3,10,0.3
jni,6,10,0.6
soap,1,10,0.1
interface,6,10,0.6
io,6,10,0.6
