android,441,453,0.4974088325370012
swing,126,127,0.5041091504932965
eclipse,78,84,0.5260904158838845
spring,132,132,0.6850053620821055
hibernate,93,93,0.7265750201853484
arrays,52,52,0.3886637369655418
multithreading,50,50,0.45524607213161317
xml,44,44,0.5827888153650445
jsp,40,40,0.5997471125688818
string,47,47,0.4732721086749437
servlets,39,39,0.6343864493936049
maven,46,46,0.5596443813049261
java-ee,37,37,0.582591978633218
mysql,35,35,0.6570868743840139
spring-mvc,46,46,0.7987111309518431
json,39,39,0.8372201153894949
regex,68,68,0.7164395708007711
tomcat,22,22,0.60895770376662
jpa,45,45,0.7501612860608622
jdbc,37,37,0.7034530490007236
javascript,14,14,0.4598878297962837
arraylist,32,32,0.5387329306174345
web-services,19,19,0.7270828592138601
sql,30,30,0.7518110218965639
generics,51,51,0.6924265218958573
netbeans,22,22,0.612360135661301
sockets,19,19,0.7568080537785854
user-interface,26,26,0.6567360120085795
jar,13,13,0.6021685579377887
html,14,14,0.7737024278092317
jsf,20,20,0.902544647469886
database,13,13,0.43977888775719703
file,12,12,0.5422171208101508
google-app-engine,28,28,0.7078273598753269
gwt,30,30,0.7867655930687119
junit,20,20,0.6240207887022404
exception,16,16,0.620090433263222
algorithm,19,19,0.674671483613
rest,11,11,0.6058155404681304
class,18,18,0.5844175633161458
performance,13,13,0.4591300288231235
applet,7,7,0.6927109440267334
image,11,11,0.8197578936215301
jtable,16,16,0.7125040428919739
c#,7,7,0.7394867037724181
jframe,19,19,0.7880013478636584
collections,21,21,0.6201839269569979
c++,6,6,0.25914730672143066
methods,14,14,0.5869486690915261
oop,11,12,0.38079132939910076
linux,2,2,0.10263157894736842
nullpointerexception,15,15,0.49639853937657175
jaxb,11,11,0.9273199023199024
parsing,9,9,0.524863135544024
oracle,12,12,0.6171161154520288
concurrency,19,19,0.5935881493500053
php,3,3,1.0
jpanel,16,16,0.795589461112559
jboss,8,8,0.9027777777777778
object,15,15,0.6115054858873399
ant,13,13,0.6473548327055114
date,12,12,0.7580696951826983
selenium,9,9,0.6287060012866464
javafx,15,15,0.9154819254819255
jvm,8,8,0.6548411749069643
list,15,15,0.6174121956474898
struts2,10,10,0.9651515151515152
hashmap,15,15,0.5416443160469947
sorting,11,11,0.5425198093647291
awt,12,12,0.77556982777571
http,7,7,0.5532406113130184
inheritance,16,16,0.6087595077573332
reflection,20,20,0.6963807700297638
hadoop,13,13,0.7237315270576297
windows,1,1,0.05263157894736842
loops,6,6,0.3847222222222222
unit-testing,15,15,0.8144336563483568
sqlite,6,6,1.0
design-patterns,6,6,0.40927757793764985
serialization,13,13,0.5479804536123217
security,8,8,0.5658234126984126
intellij-idea,7,7,0.6686251409316054
file-io,9,9,0.5087944937975225
logging,10,10,0.7115050505050505
swt,18,18,0.70603723500973
apache,3,3,0.8333333333333334
annotations,16,16,0.8901876084441874
jquery,3,3,1.0
jersey,11,11,0.8264518767009459
scala,10,10,0.6387414965986394
libgdx,15,15,0.8982026143790851
osx,3,3,0.6388888888888888
encryption,11,11,0.8272366522366522
spring-security,14,14,0.8821388723482321
log4j,5,5,0.5371031746031746
python,3,3,1.0
jni,11,11,0.6111471861471862
soap,1,1,0.5
interface,10,10,0.8094642857142856
io,8,8,0.5896645021645022
