mysql,747,811,0.30340802991241234
javascript,292,306,0.3498057614626179
html,259,276,0.3166893204193052
jquery,277,282,0.4468906809645067
arrays,290,319,0.4446558588101835
ajax,147,147,0.40551500152049946
wordpress,162,166,0.3952148055745299
sql,181,190,0.4327182283494145
codeigniter,191,198,0.32803058399594165
regex,195,196,0.6051033101065778
forms,60,71,0.28893825756047165
json,112,112,0.634225821607999
apache,49,49,0.5861276879505218
database,56,66,0.33034807975539154
.htaccess,46,46,0.751041314102451
symfony2,146,146,0.6557559980379288
laravel,93,94,0.5410738783736514
xml,88,88,0.677986594691688
zend-framework,115,117,0.6199735955890548
curl,47,48,0.5570274931588813
session,49,49,0.5495453884304669
pdo,96,97,0.6882866338979367
css,21,21,0.3004959795507756
mysqli,68,68,0.5789840874015614
facebook,44,44,0.6488559015305218
cakephp,90,90,0.5122504169659471
email,22,22,0.3118745735553327
magento,52,52,0.4292136704683893
yii,81,82,0.44986418753500396
laravel-4,64,64,0.7194661633593974
oop,67,67,0.5434403683426162
string,53,53,0.5757842123447579
post,24,25,0.5278824537515665
image,17,17,0.7504966999037329
function,38,38,0.56942366103168
variables,33,33,0.47255024588432276
api,10,10,0.25212105935336426
date,35,35,0.709596166583383
mod-rewrite,24,24,0.9700882222718187
android,10,10,0.3629124303156854
security,27,27,0.3563855907168191
foreach,35,35,0.4684262940224491
multidimensional-array,39,47,0.46025159634406504
redirect,9,9,0.5241655165225392
url,10,10,0.3529729276571381
class,43,43,0.7271814838089501
validation,15,15,0.437812538802422
java,7,7,0.7083333333333333
doctrine2,49,49,0.6626870877664045
linux,11,11,0.43432626746271874
file-upload,8,9,0.4652319902319902
joomla,17,17,0.4948542855084078
cookies,10,10,0.4756865401987353
loops,14,17,0.37466734437471155
facebook-graph-api,19,20,0.8299918658004856
file,17,18,0.5865845771779725
drupal,16,16,0.6278890187720724
soap,4,4,0.5277777777777777
datetime,25,25,0.6521039072180534
login,2,2,0.09429824561403508
preg-replace,40,41,0.663142662915578
parsing,15,21,0.37142118251295303
csv,13,13,0.4897124187723438
if-statement,4,9,0.11734749455337691
zend-framework2,32,32,0.7535491033363608
html5,1,1,0.013513513513513514
upload,5,5,0.5366666666666666
paypal,8,8,0.437797619047619
preg-match,33,35,0.5763993089994788
sorting,21,21,0.5739801553341043
phpmyadmin,5,5,0.36888888888888893
search,6,6,0.4955595380326563
get,8,9,0.5060044893378226
sql-server,6,7,0.2971521499846623
doctrine,28,28,0.7318690177080974
performance,11,11,0.3326667698478544
web-services,3,3,0.7777777777777778
table,4,4,0.17160065607270578
pdf,3,3,0.5888888888888889
utf-8,15,15,0.7624337038622752
simplexml,26,26,0.891483266409439
object,24,24,0.7873564545289748
phpunit,14,14,0.6271802481804624
mongodb,24,24,0.7053996402015111
dom,22,22,0.6973033638130889
select,8,8,0.7864583333333334
http,8,8,0.7279647435897436
include,8,8,0.5246264152514153
authentication,5,5,0.1561860744297719
caching,7,7,0.40801373899965443
cron,3,3,0.35772357723577236
pagination,2,2,0.55
twitter,6,6,0.9333333333333332
xampp,0,0,NaN
python,2,2,0.375
rest,2,2,0.375
encryption,11,11,0.5982543459605097
wordpress-plugin,1,5,0.2
gd,10,10,0.7845887445887446
smarty,9,9,0.5639329805996472
