992484,swing
131872,swing
522444,swing
418556,swing
2587435,swing
871026,swing
203657,swing
928711,swing
571407,swing
1076463,swing
1795530,swing
1133011,swing
1048330,swing
2894369,swing
1057230,swing
3218114,swing
2415194,swing
391554,swing
584862,swing
597657,swing
1173114,swing
276052,swing
3182664,swing
909085,swing
2471439,swing
577423,swing
1981279,swing
2598,swing
271357,swing
177145,swing
22656,swing
185322,swing
127479,swing
464988,swing
7412,swing
964243,swing
213269,swing
758280,swing
13531,swing
17343,swing
27439,swing
1803551,swing
1831987,swing
2711488,swing
782719,swing
1130930,swing
659804,swing
2891664,swing
873165,swing
273200,swing
546188,swing
2588463,swing
1155209,swing
3352285,swing
829571,swing
84378,swing
155392,swing
2365297,swing
1360074,swing
600500,swing
95361,swing
1428461,swing
639753,swing
307767,swing
220381,swing
228171,swing
936832,swing
1393766,swing
551406,swing
300311,swing
330315,swing
773623,swing
898289,swing
974186,swing
1247781,swing
2227526,swing
214010,swing
1587046,swing
2145295,swing
1275002,swing
121993,swing
474189,swing
116339,swing
714965,swing
326480,swing
1058319,swing
643141,swing
616460,swing
1759845,swing
1876839,swing
878469,swing
1264321,swing
1468366,swing
6309,swing
126945,swing
241590,swing
341117,swing
196869,swing
39622,swing
732016,swing
63293,swing
8020,swing
1223693,swing
1988693,swing
2180290,swing
109412,swing
292728,swing
474283,swing
59279,swing
680925,swing
1288,swing
592139,swing
302916,swing
309259,swing
112053,swing
145574,swing
157882,swing
62344,swing
2182928,swing
1768232,swing
846761,swing
2745755,swing
3933089,swing
1508907,swing
1081110,swing
2095090,swing
2777005,swing
