mysql,2,5,0.4
javascript,2,5,0.4
html,1,5,0.2
jquery,4,5,0.8
arrays,4,5,0.8
ajax,3,5,0.6
wordpress,3,5,0.6
sql,3,5,0.6
codeigniter,4,5,0.8
regex,4,5,0.8
forms,2,5,0.4
json,3,5,0.6
apache,3,5,0.6
database,3,5,0.6
.htaccess,5,5,1.0
symfony2,4,5,0.8
laravel,5,5,1.0
xml,3,5,0.6
zend-framework,5,5,1.0
curl,3,5,0.6
session,3,5,0.6
pdo,3,5,0.6
css,1,5,0.2
mysqli,3,5,0.6
facebook,5,5,1.0
cakephp,4,5,0.8
email,2,5,0.4
magento,5,5,1.0
yii,4,5,0.8
laravel-4,5,5,1.0
oop,5,5,1.0
string,3,5,0.6
post,4,5,0.8
image,5,5,1.0
function,3,5,0.6
variables,2,5,0.4
api,1,5,0.2
date,4,5,0.8
mod-rewrite,5,5,1.0
android,2,5,0.4
security,3,5,0.6
foreach,2,5,0.4
multidimensional-array,3,5,0.6
redirect,2,5,0.4
url,2,5,0.4
class,5,5,1.0
validation,4,5,0.8
java,3,5,0.6
doctrine2,5,5,1.0
linux,3,5,0.6
file-upload,4,5,0.8
joomla,4,5,0.8
cookies,3,5,0.6
loops,3,5,0.6
facebook-graph-api,5,5,1.0
file,4,5,0.8
drupal,3,5,0.6
soap,1,5,0.2
datetime,4,5,0.8
login,0,5,0.0
preg-replace,3,5,0.6
parsing,5,5,1.0
csv,3,5,0.6
if-statement,1,5,0.2
zend-framework2,5,5,1.0
html5,0,5,0.0
upload,3,5,0.6
paypal,3,5,0.6
preg-match,3,5,0.6
sorting,5,5,1.0
phpmyadmin,2,5,0.4
search,2,5,0.4
get,3,5,0.6
sql-server,2,5,0.4
doctrine,4,5,0.8
performance,1,5,0.2
web-services,1,5,0.2
table,1,5,0.2
pdf,3,5,0.6
utf-8,4,5,0.8
simplexml,5,5,1.0
object,5,5,1.0
phpunit,4,5,0.8
mongodb,5,5,1.0
dom,4,5,0.8
select,4,5,0.8
http,3,5,0.6
include,2,5,0.4
authentication,3,5,0.6
caching,3,5,0.6
cron,2,5,0.4
pagination,1,5,0.2
twitter,4,5,0.8
xampp,0,5,0.0
python,1,5,0.2
rest,2,5,0.4
encryption,3,5,0.6
wordpress-plugin,2,5,0.4
gd,2,5,0.4
smarty,3,5,0.6
