android,8,10,0.8
swing,8,10,0.8
eclipse,8,10,0.8
spring,9,10,0.9
hibernate,10,10,1.0
arrays,5,10,0.5
multithreading,7,10,0.7
xml,8,10,0.8
jsp,8,10,0.8
string,7,10,0.7
servlets,7,10,0.7
maven,6,10,0.6
java-ee,7,10,0.7
mysql,8,10,0.8
spring-mvc,10,10,1.0
json,9,10,0.9
regex,9,10,0.9
tomcat,7,10,0.7
jpa,8,10,0.8
jdbc,9,10,0.9
javascript,5,10,0.5
arraylist,7,10,0.7
web-services,9,10,0.9
sql,9,10,0.9
generics,7,10,0.7
netbeans,8,10,0.8
sockets,9,10,0.9
user-interface,6,10,0.6
jar,6,10,0.6
html,7,10,0.7
jsf,10,10,1.0
database,6,10,0.6
file,4,10,0.4
google-app-engine,9,10,0.9
gwt,8,10,0.8
junit,7,10,0.7
exception,7,10,0.7
algorithm,8,10,0.8
rest,6,10,0.6
class,6,10,0.6
performance,5,10,0.5
applet,5,10,0.5
image,7,10,0.7
jtable,8,10,0.8
c#,2,10,0.2
jframe,8,10,0.8
collections,7,10,0.7
c++,2,10,0.2
methods,6,10,0.6
oop,3,10,0.3
linux,0,10,0.0
nullpointerexception,6,10,0.6
jaxb,8,10,0.8
parsing,5,10,0.5
oracle,7,10,0.7
concurrency,7,10,0.7
php,3,10,0.3
jpanel,7,10,0.7
jboss,7,10,0.7
object,7,10,0.7
ant,7,10,0.7
date,7,10,0.7
selenium,6,10,0.6
javafx,9,10,0.9
jvm,6,10,0.6
list,5,10,0.5
struts2,9,10,0.9
hashmap,5,10,0.5
sorting,6,10,0.6
awt,8,10,0.8
http,5,10,0.5
inheritance,5,10,0.5
reflection,7,10,0.7
hadoop,7,10,0.7
windows,0,10,0.0
loops,3,10,0.3
unit-testing,7,10,0.7
sqlite,6,10,0.6
design-patterns,0,10,0.0
serialization,6,10,0.6
security,5,10,0.5
intellij-idea,4,10,0.4
file-io,7,10,0.7
logging,7,10,0.7
swt,9,10,0.9
apache,2,10,0.2
annotations,10,10,1.0
jquery,3,10,0.3
jersey,8,10,0.8
scala,6,10,0.6
libgdx,10,10,1.0
osx,3,10,0.3
encryption,8,10,0.8
spring-security,8,10,0.8
log4j,3,10,0.3
python,3,10,0.3
jni,6,10,0.6
soap,1,10,0.1
interface,7,10,0.7
io,5,10,0.5
